Gender,Age,Dependents,Employment_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Outstanding_Debt,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_History,Bank_Account_History,Transaction_Frequency,Co-Applicant,Default_Risk,Loan_Approval_Status
Female,37,2,Self-Employed,92652,1482,782,1,9086,25431,218,Personal,11.86,0,4,19,No,0.86,1
Male,34,1,Unemployed,146468,527,792,2,14532,37489,234,Education,9.54,0,0,14,No,0.52,1
Female,32,0,Self-Employed,82820,628,745,2,3919,20018,144,Home,7.92,1,4,6,Yes,0.33,1
Male,51,3,Unemployed,30731,959,422,0,497,8104,206,Vehicle,6.76,1,7,24,Yes,0.24,0
Male,26,0,Employed,107722,2755,746,0,21270,20017,27,Personal,12.04,0,5,19,No,0.15,1
Female,46,0,Self-Employed,113841,3853,811,0,18838,20024,109,Personal,7.67,0,9,18,Yes,0.36,1
Male,68,3,Employed,51139,3896,307,1,25286,12066,87,Home,6.58,0,1,14,No,0.61,0
Male,27,3,Employed,42867,2046,405,1,5184,16329,189,Vehicle,3.9,1,6,19,Yes,0.11,0
Female,39,3,Self-Employed,85429,2645,814,1,12125,20175,230,Education,9.36,0,5,20,Yes,0.6,0
Male,44,3,Unemployed,42608,3206,369,1,5200,12789,73,Home,11.69,0,7,16,Yes,0.35,0
Female,40,0,Self-Employed,98534,1521,784,2,20437,26586,222,Home,11.38,1,5,16,Yes,0.85,0
Female,34,0,Employed,139333,4026,754,0,6468,22456,151,Personal,6.15,0,9,12,No,0.68,0
Male,59,3,Employed,31928,3237,476,0,21871,5372,118,Education,13.21,0,0,12,Yes,0.51,0
Female,43,3,Employed,32773,1994,372,1,8634,7065,48,Personal,13.23,0,4,27,No,0.28,0
Male,69,2,Employed,43297,2054,344,2,22324,15731,85,Home,14.22,0,3,26,No,0.54,1
Female,44,0,Self-Employed,42874,4433,450,0,27737,12959,82,Vehicle,11.02,0,2,29,No,0.3,0
Female,43,3,Unemployed,130989,881,819,2,10611,20759,143,Vehicle,12.05,0,4,17,Yes,0.37,1
Female,28,0,Employed,109935,2763,768,2,5626,22154,30,Education,3.98,0,2,27,No,0.3,1
Female,51,3,Employed,58130,1972,308,0,27821,18582,59,Home,6.35,0,2,17,No,0.57,0
Female,33,3,Unemployed,138764,3829,722,0,19627,33931,88,Personal,13.96,0,8,15,No,0.81,1
Male,28,2,Unemployed,54487,577,493,1,25917,19871,33,Home,5.91,1,5,6,No,0.92,0
Female,20,0,Self-Employed,59629,1811,580,0,5231,9854,233,Home,8.94,0,9,12,No,0.16,0
Male,56,3,Employed,43311,3194,316,2,22090,13096,213,Education,5.79,1,4,16,No,0.39,0
Female,49,3,Self-Employed,95718,789,766,1,16923,25471,187,Home,5.28,1,4,20,No,0.15,1
Male,49,3,Unemployed,106610,2213,822,1,7736,23073,123,Personal,12.16,0,9,18,No,0.13,1
Male,30,0,Self-Employed,86996,642,721,1,24561,25882,136,Home,7.49,0,0,13,No,0.04,1
Male,25,1,Unemployed,95113,3381,708,0,14558,24267,56,Vehicle,6.84,1,8,27,Yes,0.08,1
Male,36,0,Employed,149579,4498,747,2,16601,33169,73,Vehicle,6.99,0,5,23,Yes,0.46,1
Male,42,3,Self-Employed,89445,2051,775,2,9388,21415,175,Education,7.69,1,6,12,Yes,0.51,1
Female,33,0,Employed,133930,4181,820,2,10042,29013,67,Education,9.74,0,4,21,No,0.12,1
Male,29,0,Unemployed,85646,2901,838,1,19779,24195,130,Vehicle,4.47,0,3,13,Yes,0.58,1
Male,37,3,Self-Employed,88369,2314,815,1,25908,20093,80,Home,9.71,1,8,8,Yes,0.41,1
Male,42,2,Self-Employed,98524,3865,785,2,6922,24143,14,Personal,11.7,1,3,21,Yes,0.9,1
Female,39,2,Employed,70039,4326,793,1,28021,20230,166,Home,12.85,0,7,10,Yes,0.19,1
Female,64,0,Self-Employed,57852,2135,411,1,23651,10479,116,Education,9.6,0,4,28,Yes,0.11,0
Female,30,0,Self-Employed,149849,3228,748,1,13892,26445,50,Personal,8.86,0,2,11,Yes,0.07,1
Female,31,0,Self-Employed,63776,4364,779,0,22988,20000,135,Home,7.27,0,1,21,Yes,0.65,1
Male,37,0,Unemployed,88716,1906,783,2,25102,23405,75,Education,11.4,1,5,22,No,0.97,1
Female,29,3,Employed,39267,1685,435,1,8596,5807,62,Education,8.38,1,9,11,Yes,0.03,0
Female,34,0,Unemployed,113371,1919,720,2,21308,30789,146,Home,13.63,0,5,7,Yes,0.62,1
Female,46,2,Self-Employed,90226,2119,788,0,307,22572,142,Home,9.35,0,9,10,No,0.85,1
Male,25,3,Employed,148061,801,828,0,9201,31776,173,Home,5.11,0,4,14,No,0.72,1
Female,35,1,Employed,54774,2846,739,1,14943,20000,49,Education,10.24,1,0,21,Yes,0.57,1
Male,40,0,Self-Employed,54760,4938,719,2,24869,20000,79,Home,6.69,1,1,20,No,0.76,1
Female,25,2,Unemployed,69468,3513,823,1,26679,20391,138,Vehicle,12.76,0,2,22,Yes,0.31,1
Male,42,2,Unemployed,89534,4938,702,0,1064,22952,169,Vehicle,8.4,1,1,21,No,0.57,1
Female,60,2,Employed,62818,4980,487,0,8821,18230,177,Personal,7.6,0,1,28,Yes,0.91,1
Male,58,3,Employed,29425,4664,581,2,25518,8954,17,Home,11.94,0,6,13,No,0.84,1
Male,38,3,Self-Employed,54775,4685,762,1,7332,20000,115,Education,5.86,0,8,27,Yes,0.09,1
Male,35,0,Employed,83296,1272,768,2,11556,22506,128,Home,5.51,1,5,23,No,0.26,1
Female,18,2,Self-Employed,50677,1300,472,1,19780,19702,66,Education,10.18,0,5,18,Yes,0.19,1
Male,35,2,Unemployed,107003,4017,723,0,8775,27990,12,Home,11.3,0,4,21,Yes,0.19,1
Female,33,3,Employed,103794,1477,701,1,7112,27489,137,Home,9.71,0,8,6,No,0.63,1
Female,46,0,Employed,67788,599,721,1,21196,20302,37,Education,4.67,1,6,13,Yes,0.06,0
Male,26,0,Unemployed,105075,3603,768,0,26950,27171,178,Home,7.72,0,5,15,No,0.89,1
Male,59,2,Self-Employed,25072,4788,373,0,11801,8539,183,Home,7.15,1,2,9,Yes,0.95,0
Female,20,0,Self-Employed,46160,3318,435,2,495,9191,76,Personal,4.83,0,2,24,Yes,0.21,0
Female,49,0,Self-Employed,131369,559,809,2,18566,21767,91,Personal,9.15,0,4,27,Yes,0.22,1
Male,37,1,Employed,71393,3610,794,2,10333,21106,95,Home,14.2,0,4,16,No,0.74,1
Female,35,0,Employed,89872,2939,807,0,7977,20415,147,Personal,7.93,0,3,29,Yes,0.21,1
Male,42,0,Unemployed,146349,2360,724,1,14642,22997,86,Home,4.85,0,7,8,No,0.85,1
Male,38,2,Employed,127561,3387,779,0,23540,36169,148,Education,6.87,0,1,15,No,0.24,1
Female,29,2,Employed,118201,841,798,1,7572,22180,126,Home,12.1,0,7,22,No,0.27,1
Female,25,3,Self-Employed,50318,2933,368,1,12071,8502,22,Personal,6.47,1,1,8,Yes,0.82,0
Female,34,3,Employed,80613,3563,834,1,6183,21487,59,Education,11.57,0,7,13,Yes,0.32,0
Male,30,0,Employed,56699,4881,790,2,8243,20000,64,Vehicle,12.24,0,6,14,No,0.58,1
Female,32,3,Employed,20449,1049,319,2,6393,6484,118,Home,12.61,0,9,20,Yes,0.53,0
Male,25,3,Employed,63567,3340,391,1,5332,11181,15,Personal,7.23,0,5,5,Yes,0.57,0
Male,46,1,Self-Employed,65523,1859,751,2,25091,20000,232,Home,9.31,0,6,7,No,0.65,1
Male,28,3,Employed,133621,3977,733,2,9974,22195,207,Education,14.29,0,4,14,No,0.34,1
Female,48,2,Self-Employed,145748,3977,701,2,12889,37321,182,Education,9.95,0,3,6,No,0.61,1
Female,33,3,Self-Employed,129593,2241,709,0,2838,31816,226,Vehicle,14.28,0,9,18,Yes,0.49,0
Female,29,0,Unemployed,58222,1816,831,0,9712,20000,139,Vehicle,4.34,0,8,7,Yes,0.83,1
Male,36,1,Unemployed,64881,3625,327,0,13637,5677,193,Home,13.21,0,1,8,Yes,0.91,1
Female,41,3,Employed,92157,938,788,2,898,20443,123,Home,5.83,0,7,27,No,0.6,1
Male,26,0,Employed,132101,4059,806,2,22453,31934,79,Home,14.96,0,3,20,No,0.25,1
Female,37,3,Unemployed,77264,4768,802,0,24922,23064,139,Education,6.12,0,6,21,Yes,0.05,1
Female,41,2,Employed,87751,3804,704,1,24218,23359,145,Education,10.72,0,3,14,Yes,0.01,1
Male,42,0,Unemployed,35717,1561,336,2,9363,7509,227,Home,4.81,0,5,9,Yes,0.97,0
Male,31,0,Unemployed,32464,2008,591,1,20790,12008,178,Education,9.52,0,0,6,Yes,0.22,0
Male,35,2,Employed,141939,4176,837,0,508,34371,117,Vehicle,5.22,0,8,18,Yes,0.95,1
Female,31,2,Employed,106797,3348,793,2,22431,26708,204,Education,3.83,1,5,26,Yes,0.6,0
Male,26,3,Self-Employed,148643,2098,799,0,9611,44125,118,Vehicle,14.6,0,1,15,No,0.03,1
Female,27,0,Unemployed,97805,652,769,0,18579,20329,142,Education,5.36,0,6,17,Yes,0.12,1
Female,35,3,Employed,138045,2332,847,2,20398,35194,159,Education,8.22,0,4,24,No,0.82,1
Female,27,1,Employed,91137,1129,805,0,3223,24315,228,Home,4.65,0,9,20,No,0.41,1
Female,25,2,Unemployed,101601,2231,749,0,29319,25655,178,Vehicle,5.16,0,5,27,Yes,0.36,1
Male,43,2,Employed,55772,4560,787,2,29505,20000,178,Vehicle,14.63,1,4,5,Yes,0.95,1
Female,38,1,Employed,82016,1097,773,1,17026,20186,142,Vehicle,5.94,1,9,29,Yes,0.92,1
Male,41,1,Employed,61283,2974,717,1,13628,20000,149,Home,6.85,0,2,6,No,0.77,1
Female,43,0,Employed,77588,1594,817,1,18856,20006,35,Home,8.31,0,5,16,No,0.36,1
Male,43,1,Self-Employed,51301,4972,712,1,1365,20000,186,Education,8.15,0,0,22,Yes,0.91,1
Female,45,0,Unemployed,145207,2425,768,1,25629,27224,199,Education,4.65,0,6,26,Yes,0.4,1
Female,68,0,Employed,57837,4502,510,1,14622,9182,71,Personal,10.32,0,7,5,No,0.51,0
Female,43,3,Self-Employed,120031,3961,742,0,22404,27744,232,Vehicle,4.39,0,5,16,Yes,0.59,0
Male,25,1,Employed,69754,4179,845,0,23363,20612,86,Home,5.89,1,7,29,Yes,0.22,1
Female,49,2,Unemployed,121101,1413,738,2,2623,33843,102,Home,14.43,0,0,26,No,0.12,1
Male,35,3,Unemployed,140922,1717,775,0,2505,25953,118,Vehicle,13.52,0,2,9,Yes,0.4,1
Male,25,1,Unemployed,96554,2901,756,0,15681,23737,124,Vehicle,9.97,0,7,10,Yes,0.07,0
Male,47,0,Employed,147293,1403,741,1,26355,24124,92,Home,8.76,0,9,12,Yes,0.32,0
Male,24,0,Self-Employed,25863,2269,515,0,10337,7965,44,Personal,13.74,1,2,23,Yes,0.77,0
Male,32,2,Employed,77935,4219,712,0,2875,22463,47,Home,7.85,0,3,13,Yes,0.09,1
Female,31,3,Employed,54295,3694,748,2,16860,20000,209,Personal,3.68,0,3,7,Yes,0.11,1
Female,39,3,Employed,118928,3113,722,2,6957,29468,77,Education,6.06,0,9,20,Yes,0.44,0
Male,40,0,Employed,62511,2384,814,2,21276,20000,56,Vehicle,14.17,0,3,21,No,0.93,1
Female,46,0,Unemployed,63111,2260,730,2,21631,20000,224,Vehicle,8.76,0,8,13,Yes,0.05,1
Female,44,1,Self-Employed,50059,1569,406,1,2320,17609,224,Home,12.09,1,7,15,No,0.73,0
Male,32,1,Employed,50199,4390,835,1,27712,20000,123,Personal,10.13,0,7,16,No,0.2,1
Male,59,2,Self-Employed,29428,3324,414,1,5061,8539,134,Education,7.98,0,7,18,Yes,0.39,0
Male,53,2,Self-Employed,66630,4349,496,0,10734,17064,121,Vehicle,13.26,1,0,6,No,0.65,1
Male,37,1,Employed,135828,1715,776,1,9223,22686,54,Personal,11.1,0,1,12,No,0.32,1
Female,28,1,Unemployed,51550,1040,744,1,25911,20000,109,Personal,9.19,0,1,27,Yes,0.12,1
Female,43,2,Employed,112301,3401,753,1,23629,30387,118,Home,6.18,0,8,27,No,0.83,1
Male,48,3,Employed,51665,1844,839,0,19446,20000,100,Education,6.1,0,9,10,No,0.97,1
Female,30,1,Self-Employed,125219,3345,805,1,10103,33240,26,Home,11.99,0,6,21,Yes,0.95,1
Male,40,1,Self-Employed,94003,2267,836,2,7622,23773,184,Education,14.69,1,9,13,No,0.02,1
Male,48,0,Unemployed,92664,1024,781,2,3085,21460,217,Home,5.18,0,0,13,Yes,0.79,1
Female,48,3,Employed,83766,3404,831,1,12009,20532,88,Education,7.45,0,1,27,No,0.6,1
Male,47,0,Employed,45314,3231,593,0,24052,6836,71,Personal,9.77,0,7,24,No,0.31,0
Female,31,2,Employed,52983,3727,744,1,24777,20000,190,Home,14.77,0,4,9,Yes,0.7,1
Female,62,2,Unemployed,47579,1521,528,0,29941,16884,113,Home,8.71,0,5,12,Yes,0.53,0
Female,27,3,Unemployed,120380,3816,829,0,11877,35716,119,Home,5.66,0,1,6,No,0.01,1
Female,45,3,Employed,80090,519,809,1,21825,23714,82,Vehicle,5.03,0,4,23,Yes,0.34,1
Female,42,0,Self-Employed,88275,1731,841,2,3748,26225,104,Home,5.72,0,7,19,No,0.13,1
Female,41,0,Employed,91627,1840,816,1,20910,23663,233,Home,14.91,0,2,10,No,0.71,1
Male,52,0,Self-Employed,24897,2451,498,1,8707,8439,31,Home,4.81,0,6,20,No,0.92,0
Female,37,0,Employed,47807,3837,381,0,15496,13557,134,Home,7.3,0,8,28,Yes,0.41,0
Female,53,3,Employed,31505,4317,460,2,6954,8680,33,Vehicle,4.93,0,4,26,No,0.59,0
Female,35,3,Employed,131068,3568,796,2,10079,21946,51,Home,6.79,0,8,18,Yes,0.93,1
Male,42,1,Employed,86231,4410,818,2,11608,20316,86,Personal,13.97,0,8,9,Yes,0.71,1
Female,36,2,Employed,23962,1000,565,0,20825,8398,193,Education,7.84,0,7,24,Yes,0.26,1
Male,57,2,Employed,67300,1617,596,1,15499,13619,200,Home,7.27,0,4,17,Yes,0.83,0
Female,62,1,Self-Employed,50237,4475,354,2,3556,15153,152,Home,14.84,0,7,17,Yes,0.19,0
Female,49,0,Employed,148838,4368,741,2,16305,28423,13,Home,11.94,0,4,26,Yes,0.61,1
Male,42,3,Employed,100461,2055,729,0,14854,20738,184,Home,7.72,0,5,11,Yes,0.07,0
Male,39,1,Self-Employed,32648,2468,367,2,28996,6816,193,Vehicle,14.34,0,7,12,No,0.92,0
Female,25,2,Employed,73318,977,818,0,23114,20418,230,Education,8.58,0,8,28,Yes,0.56,1
Female,37,3,Self-Employed,50936,1971,558,2,26564,15930,225,Education,12.31,0,7,19,No,0.54,1
Female,66,3,Employed,69598,4150,437,1,27261,11332,81,Education,13.48,0,7,18,Yes,0.12,0
Male,27,2,Unemployed,133635,4156,790,2,22431,29238,162,Home,14.33,1,5,28,Yes,0.53,1
Female,40,2,Unemployed,59375,3042,546,2,27545,8301,143,Education,5.87,0,9,19,No,0.49,0
Female,41,1,Employed,56659,2059,463,0,3908,21424,80,Home,3.84,0,0,6,No,0.42,1
Female,31,0,Self-Employed,101764,1357,762,2,20634,26618,71,Home,14.36,0,4,19,No,0.25,0
Female,40,0,Employed,40715,3013,448,1,1143,11624,61,Vehicle,14.12,1,3,5,No,0.56,0
Female,30,0,Employed,93544,2332,720,2,4350,27142,172,Home,6.73,0,5,14,Yes,0.03,1
Male,64,1,Self-Employed,56659,4737,510,0,8029,9932,202,Education,14.3,0,1,12,Yes,0.31,0
Male,31,3,Unemployed,73663,4137,733,0,26645,20226,45,Home,10.02,0,1,10,Yes,0.02,1
Female,56,2,Employed,37679,4793,396,1,2528,14848,218,Education,10.51,0,8,9,Yes,0.07,0
Female,36,1,Employed,50047,4847,724,1,5268,20000,222,Home,6.6,1,1,28,Yes,0.43,1
Male,33,3,Employed,103744,2049,727,0,823,28510,69,Home,9.35,0,3,19,Yes,0.94,1
Male,46,0,Self-Employed,49957,3772,480,2,18130,18415,160,Education,7.64,0,8,12,Yes,0.23,0
Female,33,2,Unemployed,70335,2236,796,1,14278,20593,117,Education,11.39,1,5,29,Yes,0.45,1
Male,35,1,Employed,71551,3858,700,2,12994,20241,49,Personal,8.28,1,7,8,No,0,1
Female,59,3,Self-Employed,33286,3404,462,2,15080,11390,158,Vehicle,13.18,0,9,26,No,0.66,0
Female,27,3,Self-Employed,46840,4044,503,1,22665,18359,165,Home,9.48,0,5,18,Yes,0.47,1
Female,39,0,Self-Employed,116955,3893,747,2,24556,34881,164,Home,4.02,0,8,29,No,0.15,1
Male,40,1,Employed,66352,4803,807,2,29115,20000,217,Home,7.79,0,1,26,No,0.12,1
Female,32,0,Employed,86165,4260,795,1,24174,22226,188,Personal,4.08,1,7,12,No,0.43,1
Male,37,2,Employed,132287,834,761,0,7209,31974,115,Home,10.94,0,1,16,Yes,0.56,1
Male,33,2,Employed,71638,1031,798,0,26889,20413,159,Vehicle,9.44,0,5,23,No,0.68,1
Male,38,3,Unemployed,135592,2582,794,0,20433,36274,65,Vehicle,5.54,0,9,9,Yes,0.82,1
Male,39,2,Self-Employed,61823,842,475,2,25306,21929,145,Personal,10.08,0,2,23,No,0.13,0
Male,37,1,Employed,69738,4756,436,1,1525,5777,62,Personal,6.91,0,0,5,No,0.89,0
Male,35,1,Self-Employed,57880,2083,496,2,21587,16951,97,Education,4.6,0,7,28,Yes,0.7,1
Male,48,2,Self-Employed,96762,4089,816,2,26843,28341,18,Home,11.6,0,8,19,No,0.71,1
Male,26,2,Employed,106682,4558,831,1,1839,25605,30,Home,4.47,0,0,7,Yes,0.29,0
Male,47,2,Self-Employed,93850,4714,750,2,24720,20740,218,Personal,12.05,1,1,10,Yes,0.13,1
Male,33,1,Employed,85283,736,703,1,17966,22454,193,Home,12.69,0,5,25,No,0.3,1
Male,34,1,Employed,92686,911,808,0,11801,20988,62,Home,12.88,0,2,17,Yes,0.61,1
Male,69,0,Employed,58035,1928,308,1,28624,16778,151,Vehicle,6.48,1,6,28,No,0.75,0
Female,35,3,Unemployed,126671,1918,707,1,20761,25211,54,Education,12.87,1,7,24,No,0.69,1
Male,48,0,Self-Employed,75915,4064,787,0,21249,20161,63,Home,12.48,0,3,24,Yes,0.54,1
Female,47,3,Employed,87553,4943,737,1,26509,20070,54,Personal,9.65,0,4,20,No,0.42,1
Male,27,0,Self-Employed,38668,2365,358,1,19873,10054,19,Education,10.17,0,7,29,Yes,0.95,0
Female,43,1,Employed,83985,4942,822,2,6656,21784,239,Education,5.56,0,8,5,Yes,0.11,0
Male,25,0,Employed,85389,2483,826,1,21570,21698,113,Home,6.41,0,8,20,Yes,0.25,1
Male,48,0,Employed,128755,1232,828,2,83,24966,23,Education,12.09,1,2,27,No,0.63,1
Female,46,3,Unemployed,32785,3594,521,0,23348,12785,102,Vehicle,13.94,0,1,18,Yes,0.77,0
Male,38,3,Self-Employed,103392,787,709,0,26941,30508,196,Home,8.65,0,3,25,Yes,0.6,1
Female,58,0,Unemployed,33681,1846,535,1,26928,12854,49,Home,12.84,0,1,26,Yes,0.69,1
Male,22,3,Employed,46615,4056,343,0,18068,7374,110,Home,10.9,0,7,18,No,0.88,0
Male,36,2,Employed,97080,2207,746,1,3072,23654,194,Personal,5.4,0,3,18,Yes,0.23,1
Male,44,2,Unemployed,67130,4739,717,0,23200,20055,115,Education,3.68,0,4,11,Yes,0.26,1
Female,67,1,Employed,68832,4534,473,0,17218,14981,86,Personal,8.56,0,9,16,Yes,0.19,0
Female,41,0,Employed,127183,2679,785,2,22228,24339,174,Home,9.69,1,7,10,Yes,0.2,1
Female,44,3,Unemployed,93046,2989,755,2,26367,26136,234,Education,5.73,1,5,20,Yes,0.41,1
Male,25,0,Self-Employed,60695,3743,494,0,29860,6426,115,Home,8.1,1,4,20,Yes,0.05,0
Female,42,2,Employed,25661,2198,548,0,9454,8327,197,Vehicle,12.47,0,4,22,Yes,0.13,1
Male,18,3,Self-Employed,31049,4348,503,2,22218,11894,71,Personal,7.53,0,0,17,No,0.99,0
Male,53,3,Employed,25777,3198,383,0,27465,8518,51,Home,6.49,0,4,6,Yes,0.14,0
Female,36,1,Self-Employed,119057,4601,778,1,11234,34365,189,Home,10.11,1,2,7,Yes,0.21,1
Female,40,0,Unemployed,138315,1197,708,2,5651,20264,32,Education,8.74,0,8,11,No,0.24,0
Male,22,3,Self-Employed,61491,729,433,2,11648,21609,228,Education,10.91,0,9,28,No,0.76,0
Male,42,0,Employed,98377,4047,782,0,23597,20937,202,Home,11.08,0,4,25,Yes,0.8,1
Male,42,1,Employed,54803,776,718,1,16006,20000,42,Personal,9.63,0,0,20,Yes,0.67,0
Female,68,3,Unemployed,39468,3831,504,2,11650,9617,230,Home,4.72,0,2,25,No,0.78,0
Female,37,0,Self-Employed,116407,2090,716,2,5119,26658,175,Personal,11.56,0,3,15,No,0.99,1
Female,25,3,Employed,108721,4182,702,2,22240,30339,183,Vehicle,9.2,0,9,5,No,0.05,1
Female,32,3,Unemployed,57478,3496,792,0,23418,20000,136,Home,5.71,0,8,24,Yes,0.74,0
Female,25,0,Employed,127781,1317,821,0,21962,34445,144,Vehicle,7.09,1,2,18,Yes,0.23,1
Female,44,3,Self-Employed,95337,4424,753,0,11407,26250,13,Home,3.76,0,1,15,Yes,0.79,0
Male,31,3,Self-Employed,64593,4206,848,0,17753,20000,180,Personal,12.17,0,5,17,No,0.49,1
Female,43,3,Self-Employed,110673,4422,842,0,1222,31674,100,Home,6.7,0,7,22,Yes,0.35,1
Female,49,3,Unemployed,87411,4004,847,1,1392,20919,108,Home,8.83,1,9,23,Yes,0.09,1
Male,46,2,Self-Employed,51788,1642,497,1,26503,20445,177,Education,14.25,0,9,5,Yes,0.94,1
Male,27,3,Employed,52478,2868,790,1,17928,20000,139,Home,12.99,0,7,20,No,0.99,1
Male,46,0,Employed,61495,1387,423,1,9658,13659,34,Home,8.49,0,3,13,No,0.64,0
Female,42,1,Self-Employed,134664,3018,809,1,8343,20667,202,Personal,5.52,0,6,6,No,0.24,1
Male,45,3,Unemployed,50605,1663,735,2,2017,20000,157,Personal,11.32,0,1,9,Yes,0.5,1
Female,35,3,Employed,20415,953,455,2,16947,7501,29,Home,13.57,0,3,11,No,0.7,0
Female,48,3,Employed,56925,4008,731,2,2518,20000,134,Home,13.01,0,2,11,Yes,0.62,1
Male,23,2,Self-Employed,30145,4801,573,2,889,10779,191,Vehicle,5.31,1,6,28,No,0.28,0
Female,44,3,Employed,75994,678,765,1,27816,22513,230,Education,8.66,0,0,23,No,0.72,1
Male,31,1,Employed,25029,1115,339,1,4382,5006,207,Personal,6.68,0,1,15,No,0.28,0
Female,31,0,Self-Employed,110814,3448,718,0,13173,25393,205,Home,8.89,0,2,13,No,0.79,1
Male,28,2,Unemployed,58009,2497,473,0,12850,6958,157,Education,4,0,1,11,No,0.73,0
Female,45,3,Employed,138344,2330,834,0,24742,26277,236,Home,9.96,1,3,8,Yes,0.95,1
Female,22,2,Employed,25412,2315,439,0,15042,8672,125,Personal,10.08,1,6,9,No,0.82,0
Male,37,2,Employed,52631,4743,724,0,22540,20000,171,Home,12.24,0,7,17,Yes,0.82,1
Male,37,3,Employed,146340,4592,785,1,27927,20466,141,Personal,13.06,1,2,15,Yes,0.82,1
Female,44,3,Self-Employed,58267,3714,507,2,14086,8844,196,Personal,4.17,0,3,21,Yes,0.25,0
Female,25,0,Unemployed,69568,1953,707,2,28142,20441,213,Vehicle,5.89,0,5,28,Yes,0.6,0
Female,26,1,Employed,129880,504,752,2,26443,32198,143,Vehicle,9.67,1,6,7,Yes,0.51,1
Male,42,3,Unemployed,73330,3288,797,0,14854,20173,126,Home,13.14,1,2,28,No,0.76,1
Male,28,3,Self-Employed,129823,3926,741,1,15473,32268,28,Home,12.11,0,3,27,Yes,0.05,0
Male,38,1,Unemployed,54118,4996,781,2,24258,20000,92,Vehicle,8.54,0,7,25,Yes,0.26,0
Male,29,2,Unemployed,58758,1342,817,2,12595,20000,71,Personal,11.69,0,6,21,Yes,0.8,1
Female,43,2,Self-Employed,34915,3513,334,0,4887,7054,162,Home,14.92,0,9,6,Yes,0.59,0
Female,40,3,Self-Employed,136454,1978,747,1,15594,25111,121,Home,8.13,0,7,12,No,0.37,1
Female,44,3,Unemployed,127821,837,817,1,15401,36601,178,Home,3.7,0,3,13,No,0.91,0
Female,52,0,Employed,28216,556,397,1,11383,9563,87,Education,11.68,0,1,17,Yes,0.39,0
Male,37,1,Unemployed,27612,1887,368,2,26270,8597,174,Education,9.41,0,1,24,Yes,0.77,0
Male,38,3,Self-Employed,113869,4236,837,2,1324,21067,226,Home,11.02,0,8,29,Yes,0.66,0
Male,29,2,Self-Employed,115625,3546,742,0,10180,33081,115,Home,12.68,1,2,25,No,0.08,1
Male,36,2,Self-Employed,62616,1191,747,0,17192,20000,40,Home,5.14,0,2,7,No,0.23,1
Female,37,2,Employed,130634,3052,733,2,17012,37407,49,Personal,8.78,0,9,28,Yes,0.37,1
Female,40,3,Self-Employed,63021,3241,784,0,23418,20000,89,Education,10.35,1,5,19,Yes,0.54,1
Male,40,3,Employed,146200,3114,849,2,25963,22151,133,Home,14.22,0,4,9,Yes,0.69,1
Female,43,1,Employed,89748,2936,718,1,5548,26414,39,Home,5.27,0,4,15,No,0.49,1
Female,46,1,Employed,107662,3029,737,2,11372,20669,238,Vehicle,11.08,0,2,10,No,0.51,0
Female,21,2,Self-Employed,62190,4407,425,1,7105,12364,17,Education,13.03,0,7,29,No,0.5,0
Male,30,3,Employed,52251,2187,397,2,16715,19289,62,Home,9.55,1,1,21,No,0.13,0
Female,42,1,Employed,134507,3435,759,0,24968,28337,118,Home,8.92,1,7,17,Yes,0.61,1
Male,37,2,Employed,135230,3174,749,2,4991,30962,224,Vehicle,11.43,0,8,11,Yes,0.11,1
Male,36,3,Employed,87709,4117,755,0,25703,20251,85,Personal,10.96,1,3,9,No,0.7,1
Female,36,2,Self-Employed,67327,3113,465,1,16264,5676,96,Personal,10.81,0,6,16,No,0.3,0
Male,41,1,Employed,127341,1263,794,2,21237,23631,41,Vehicle,11.68,0,0,15,No,0.86,1
Male,34,2,Employed,109905,3890,798,0,1345,20789,196,Education,12.86,0,6,27,No,0.58,1
Male,24,1,Self-Employed,33158,2168,378,0,3118,7832,81,Education,6.02,0,2,27,No,0.15,0
Male,38,2,Employed,39095,1789,401,1,1842,8105,185,Home,12.08,0,8,9,No,0.79,0
Male,63,1,Employed,28116,2209,523,0,5778,8351,34,Personal,8.46,0,4,19,No,0.89,1
Male,56,3,Self-Employed,27050,3813,547,2,21738,6747,197,Education,11.31,0,6,14,Yes,0.36,0
Male,45,0,Unemployed,147799,1020,779,2,18734,24460,71,Personal,9.61,1,1,27,No,0.64,1
Male,25,0,Self-Employed,106438,4778,842,0,25026,27891,209,Vehicle,4.35,1,5,17,No,0.49,1
Male,31,3,Self-Employed,22894,2863,585,0,16677,6693,234,Vehicle,7.25,0,6,22,No,0.25,1
Male,20,1,Employed,30042,4839,411,2,23656,10458,105,Home,10.42,0,6,5,Yes,0.79,0
Female,33,3,Self-Employed,87916,859,711,1,5612,24951,148,Home,11.21,0,7,14,Yes,0.85,1
Female,35,2,Employed,136723,4041,846,2,3180,23589,238,Home,13.6,0,0,19,Yes,0.4,1
Male,47,0,Employed,103559,3010,710,1,25595,21111,34,Home,12.04,1,5,23,Yes,0.41,1
Male,47,3,Unemployed,63112,3115,561,2,9119,11091,190,Vehicle,5.36,0,9,12,No,0.09,0
Female,64,2,Employed,64942,1166,536,1,22758,16892,93,Education,10.68,0,5,24,No,0.96,0
